"UNIQUE_ID","PRODUCT_NAME","COMPANY","PRODUCT_TYPE","PRODUCT_CATEGORY","COST_PRICE","SELLING_PRICE","QUANTITY_DEMANDED","PROFIT","PROFIT_PERCENT","NET_PROFIT"
"510","GSK510","G Chilly Chips","G","snacks","chips",45,50,560,5,11.1111111111111,2800
"511","GSK511","G nuggets","G","snacks","nuggets",450,500,200,50,11.1111111111111,10000
"512","GSK512","G Salty chips","G","snacks","chips",45,50,560,5,11.1111111111111,2800
"513","GSK513","H dark chocolate,100g","H","snacks","chocolate",270,300,360,30,11.1111111111111,10800
"514","GSK514","G tomato Pasta","G","snacks","pasta",90,100,520,10,11.1111111111111,5200
"515","GSK515","Z Chilly Chips","Z","snacks","chips",31.5,35,572,3.5,11.1111111111111,2002
"516","GSK516","H White Chocolate,100g","H","snacks","chips",315,350,320,35,11.1111111111111,11200
"517","GSK517","G tomato Chips","G","snacks","chips",45,50,560,5,11.1111111111111,2800
"518","GSK518","H tomato Pasta","H","snacks","pasta",135,150,480,15,11.1111111111111,7200
"519","GSK519","N CuSSa Noodles  Masala, 70 g","N","snacks","noodles",72,80,536,8,11.1111111111111,4288
"520","GSK520","G dark chocolate,100g","G","snacks","chocolate",270,300,360,30,11.1111111111111,10800
"521","GSK521","S Milk Cookies, 500 g (100 g x 5)","S","snacks","biscuits",180,200,440,20,11.1111111111111,8800
"522","GSK522","E nuggets","E","snacks","nuggets",360,400,280,40,11.1111111111111,11200
"523","GSK523","H nuggets","H","snacks","nuggets",315,350,320,35,11.1111111111111,11200
"524","GSK524","H tomato Chips","H","snacks","chips",31.5,35,572,3.5,11.1111111111111,2002
"525","GSK525","B Sweet & Salty Biscuits, 200 g","B","snacks","biscuits",36,40,568,4,11.1111111111111,2272
"526","GSK526","E Chilly Chips","E","snacks","chips",43.2,48,562,4.8,11.1111111111111,2697.6
"527","GSK527","E toffee","E","snacks","chocolate",9,10,592,1,11.1111111111111,592
"528","GSK528","S Salty chips","S","snacks","chips",36,40,568,4,11.1111111111111,2272
"529","GSK529","C Little Hearts Biscuits, 34.5 g","C","snacks","biscuits",45,50,560,5,11.1111111111111,2800
"530","GSK530","S tomato Chips","S","snacks","chips",36,40,568,4,11.1111111111111,2272
"531","GSK531","H CuP Noodles 55 g","H","snacks","noodles",45,50,560,5,11.1111111111111,2800
"532","GSK532","A Veg Hakka Noodles, 150 g Souch","A","snacks","noodles",31.5,35,572,3.5,11.1111111111111,2002
"533","GSK533","E tomato Pasta","E","snacks","pasta",180,200,440,20,11.1111111111111,8800
"534","GSK534","A Gold Biscuits, 250 g","A","snacks","biscuits",81,90,528,9,11.1111111111111,4752
"535","GSK535","E Chocolate Cream Biscuits, 150 g","E","snacks","biscuits",40.5,45,564,4.5,11.1111111111111,2538
"536","GSK536","E tomato Pasta","E","snacks","pasta",180,200,440,20,11.1111111111111,8800
"537","GSK537","Z Salty chips","Z","snacks","chips",31.5,35,572,3.5,11.1111111111111,2002
"538","GSK538","A orange jam,300g","A","Spreads&Sauces","Jam",304,400,200,96,31.5789473684211,19200
"539","GSK539","A mixed fruit  jam,300g","A","Spreads&Sauces","Jam",304,400,200,96,31.5789473684211,19200
"540","GSK540","G garlic sauce,1L","G","Spreads&Sauces","sauce",337.44,444,134,106.56,31.5789473684211,14279.04
"541","GSK541","G vinegar,1L","G","Spreads&Sauces","sauce",337.44,444,134,106.56,31.5789473684211,14279.04
"542","GSK542","G chilly sauce,1L","G","Spreads&Sauces","sauce",337.44,444,123,106.56,31.5789473684211,13106.88
"543","GSK543","G tomato sauce,1L","G","Spreads&Sauces","sauce",320.72,422,155,101.28,31.578947368421,15698.4
"544","GSK544","G tomato sauce,1L","G","Spreads&Sauces","sauce",337.44,444,134,106.56,31.5789473684211,14279.04
"545","GSK545","G chilly tango sauce,1L","G","Spreads&Sauces","sauce",337.44,444,134,106.56,31.5789473684211,14279.04
"546","GSK546","A raspberry jam,300g","A","Spreads&Sauces","Jam",304,400,200,96,31.5789473684211,19200
"547","GSK547","B raspberry jam,300g","B","Spreads&Sauces","Jam",323,425,153,102,31.5789473684211,15606
"548","GSK548","G red masala sauce,1L","G","Spreads&Sauces","sauce",320.72,422,155,101.28,31.578947368421,15698.4
"549","GSK549","B mixed fruit jam,300g","B","Spreads&Sauces","Jam",323,425,153,102,31.5789473684211,15606
"550","GSK550","G tomato sauce,1L","G","Spreads&Sauces","sauce",320.72,422,155,101.28,31.578947368421,15698.4
